llm_action,llm_product,llm_quantity
,,0
,,0
,,0
,,0
add,mozzarella,13
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
add,toothpaste,10
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
add,oranges,17
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
add,vegetables,14
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
add,paper,8
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
add,paper,6
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
add,detergent,16
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
add,shampoo,3
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
add,chicken,13
,,0
,,0
,,0
,,0
,,0
,,0
add,washicult,5
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
add,carrots,9
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
add,mozzarella,12
,,0
,,0
,,0
,,0
,,0
,,0
add,raspberries,12
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
add,yogurt,15
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
add,apples,14
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
add,wraplicts,20
add,eggs,15
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
add,bulbs,5
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
add,coffee,20
,,0
add,pasta,8
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
add,eggs,20
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
add,diapers,2
,,0
,,0
,,0
add,oranges,4
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
add,garlic,16
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
add,beef,17
,,0
,,0
,,0
,,0
,,0
add,milk,16
,,0
,,0
,,0
add,gelato,15
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
add,wipes,1
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
add,pineapple,2
,,0
,,0
add,wraplicts,14
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
remove,mangoes,12
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
add,paper,5
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
add,cereal,6
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
add,broccoli,11
,,0
,,0
,,0
,,0
,,0
,,0
,,0
